ENSG00000000003.10	18
ENSG00000000005.5	0
ENSG00000000419.8	436
ENSG00000000457.9	624
ENSG00000000460.12	123
ENSG00000000938.8	29
ENSG00000000971.11	637
ENSG00000001036.9	34
ENSG00000001084.6	496
ENSG00000001167.10	158
ENSG00000001460.13	93
ENSG00000001461.12	803
ENSG00000001497.12	136
ENSG00000001561.6	58
ENSG00000001617.7	262
ENSG00000001626.10	4113
ENSG00000001629.5	2308
ENSG00000001630.11	0
ENSG00000001631.10	492
ENSG00000002016.12	261
ENSG00000002079.8	0
ENSG00000002330.9	94
ENSG00000002549.8	330
ENSG00000002586.13	0
ENSG00000002587.5	253
ENSG00000002726.15	0
ENSG00000002745.8	0
ENSG00000002746.10	34
ENSG00000002822.11	1742
ENSG00000002834.13	451
ENSG00000002919.10	29
ENSG00000002933.3	2
ENSG00000003056.3	141
ENSG00000003096.9	466
ENSG00000003137.4	9
ENSG00000003147.13	2807
ENSG00000003249.9	20
ENSG00000003393.10	500
ENSG00000003400.10	282
ENSG00000003402.15	1850
ENSG00000003436.10	161
ENSG00000003509.11	118
ENSG00000003756.12	485
ENSG00000003987.9	7
ENSG00000003989.12	130
ENSG00000004059.6	1
ENSG00000004139.9	262
ENSG00000004142.7	51
ENSG00000004399.8	162
ENSG00000004455.12	714
ENSG00000004468.8	259
ENSG00000004478.5	115
ENSG00000004487.11	1180
ENSG00000004534.10	6376
ENSG00000004660.10	776
ENSG00000004700.11	111
ENSG00000004766.11	990
ENSG00000004776.7	0
ENSG00000004777.14	4
ENSG00000004779.5	273
ENSG00000004799.7	331
ENSG00000004809.9	0
ENSG00000004838.9	0
ENSG00000004846.12	2
ENSG00000004848.6	0
ENSG00000004864.9	1735
ENSG00000004866.14	1182
ENSG00000004897.7	778
ENSG00000004939.9	2
ENSG00000004948.9	3
ENSG00000004961.10	41
ENSG00000004975.7	38
ENSG00000005001.5	98
ENSG00000005007.8	568
ENSG00000005020.8	580
ENSG00000005022.5	7
ENSG00000005059.11	440
ENSG00000005073.5	0
ENSG00000005075.11	29
ENSG00000005100.8	84
ENSG00000005102.8	17
ENSG00000005108.11	180
ENSG00000005156.7	244
ENSG00000005175.5	197
ENSG00000005187.7	120
ENSG00000005189.15	55
ENSG00000005194.10	184
ENSG00000005206.12	94
ENSG00000005238.15	17
ENSG00000005243.5	117
ENSG00000005249.8	319
ENSG00000005302.13	53
ENSG00000005339.8	3246
ENSG00000005379.11	214
ENSG00000005381.6	3
ENSG00000005421.4	153
ENSG00000005436.9	584
ENSG00000005448.12	0
ENSG00000005469.7	141
ENSG00000005471.11	31
ENSG00000005483.15	4496
ENSG00000005486.12	94
ENSG00000005513.9	3
